V1,V2,V3,V4,V5,V7,V8,V9,V10,Include,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,status,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv3,dv5,dv7,dv9,dv11,dv13,dv15,dv17,dv19,dv2,dv4,dv6,dv8,dv10,dv12,dv14,dv16,dv18,dv20,time_11,time_21,time_31,time_41,time_12,time_22,time_32,time_42,time_13,time_23,time_33,time_43,time_14,time_24,time_34,time_44,time_15,time_25,time_35,time_45,time_16,time_26,time_36,time_46,time_17,time_27,time_37,time_47,time_18,time_28,time_38,time_48,time_19,time_29,time_39,time_49,time_110,time_210,time_310,time_410,time_111,time_211,time_311,time_411,time_112,time_212,time_312,time_412,time_113,time_213,time_313,time_413,time_114,time_214,time_314,time_414,time_115,time_215,time_315,time_415,time_116,time_216,time_316,time_416,time_117,time_217,time_317,time_417,time_118,time_218,time_318,time_418,time_119,time_219,time_319,time_419,time_120,time_220,time_320,time_420,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments
R_8nM7to6hrIuCHKR,Default Response Set,Anonymous,136,2,0,9/28/16 20:57,9/28/16 21:21,1,1,C_air show,I_grizzly,I_footbridge,C_wood press,I_wood press,I_nurse,C_transplant,C_torture,I_motocross,C_footbridge,I_vaccine,I_transplant,C_nurse,C_cargo,I_cargo,C_motocross,I_torture,I_air show,C_grizzly,C_vaccine,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,8.358,8.358,12.234,1,46.73,46.73,51.847,1,10.2,10.2,11.84,1,50.065,50.065,51.727,1,18.108,18.108,20.562,1,55.428,55.428,56.897,1,190.902,190.902,193.328,1,21.593,21.593,23.326,1,24.546,30.792,32.047,2,73.583,73.583,76.079,1,22.942,22.942,24.614,1,35.597,35.597,37.412,1,19.068,19.068,23.229,1,23.544,23.544,25.316,1,3.09,95.958,97.854,2,7.881,7.881,11.867,1,37.34,37.34,38.94,1,36.57,36.57,38.17,1,37.167,37.167,41.349,1,19.812,21.326,22.002,2,4,,2,22,2,,Would you throw the worker in front of the train to save five people?,1,,2,13,5,7,7,7,7,5,5,5,4,20,60,50,30,
R_cJiOmNHYsGtYI4t,Default Response Set,Anonymous,137,2,0,9/29/16 13:22,9/29/16 13:54,1,1,I_torture,I_air show,C_air show,I_nurse,I_cargo,I_grizzly,I_footbridge,C_torture,C_motocross,C_transplant,I_vaccine,C_wood press,C_vaccine,C_grizzly,C_footbridge,I_wood press,I_motocross,C_cargo,C_nurse,I_transplant,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,11.599,90.782,92.107,37,5.222,11.7,13.056,4,8.053,182.489,183.763,37,4.513,95.226,101.584,34,18.378,143.543,151.395,41,15.963,59.946,61.169,13,14.748,14.748,16.521,1,7.05,85.342,86.672,32,9.487,9.487,11.402,1,8.857,110.078,113.802,46,3.15,37.122,39.194,7,3.451,56.162,57.882,4,14.182,59.003,60.416,17,10.078,38.942,41.488,4,7.539,99.273,100.423,35,8.358,77.93,79.15,17,5.083,273.957,284.336,36,5.889,14.732,19.236,7,4.58,69.173,70.786,16,10.701,26.588,27.823,10,4,,1,19,2,,Would you push the worker in front of the train in order to save the five people?,1,,1,15,0,7,7,7,7,5,5,5,5,0,7,27,6,None
R_8qRTeGlHjJ4m8pn,Default Response Set,Anonymous,138,2,0,9/29/16 15:43,9/29/16 15:57,1,1,I_torture,C_cargo,C_nurse,C_vaccine,C_motocross,I_motocross,I_footbridge,I_transplant,C_wood press,I_vaccine,C_footbridge,I_nurse,I_grizzly,I_air show,C_grizzly,C_transplant,C_torture,I_cargo,I_wood press,C_air show,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,3,2,2,2,1,1,2,1,1,4.629,4.629,5.32,1,13.555,13.555,14.907,1,71.844,71.844,74.706,1,8.079,9.173,9.851,2,12.944,12.944,13.581,1,4.794,4.794,5.591,1,6.106,6.106,6.86,1,33.83,33.83,36.637,1,8.205,8.205,8.988,1,28.012,28.012,28.588,1,9.1,9.1,9.782,1,7.258,7.258,7.874,1,8.905,8.905,9.578,1,26.329,26.329,27,1,0.185,8.381,9.069,2,10.066,10.066,10.684,1,10.248,10.248,26.22,1,13.236,13.236,13.933,1,20.099,20.099,22.257,1,6.759,6.759,7.533,1,4,,2,19,1,The giving up your medicine/life for other people. ,Would you sacrifice the worker of the train to save 5 people.,1,,1,13,1,7,7,7,7,4,6,5,4,0,30,40,16,
R_ekYRd1Xugp0eRWB,Default Response Set,Anonymous,139,2,0,9/29/16 18:07,9/29/16 18:29,1,1,I_cargo,C_wood press,C_air show,I_wood press,C_nurse,C_cargo,I_nurse,I_motocross,C_torture,I_air show,C_transplant,C_vaccine,C_grizzly,C_motocross,I_vaccine,I_torture,C_footbridge,I_footbridge,I_grizzly,I_transplant,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,98.21,98.21,100.469,1,24.214,24.214,25.621,1,26.907,26.907,28.546,1,57.211,57.211,61,1,34.385,34.385,36.19,1,60.774,60.774,66.013,1,52.571,52.571,54.19,1,26.202,26.202,27.876,1,45.185,45.185,50.126,1,65.809,65.809,68.143,1,27.84,27.84,29.923,1,27.553,27.553,28.683,1,23.368,23.368,24.861,1,43.341,43.341,45.578,1,37.129,37.129,39.432,1,45.27,45.27,48.089,1,27.91,65.429,69.99,8,39.226,39.226,40.617,1,23.619,23.619,26.418,1,68.881,68.881,70.699,1,,4,1,32,1,They were all variations on the trolley problem.,Would you push the worker in front of the train in order to save five people?,1,,2,18,24,7,7,7,7,6,6,6,6,0,9,18,0,
R_51G8qPXtqelQZLL,Default Response Set,Anonymous,140,2,0,9/30/16 14:37,9/30/16 14:57,1,1,I_air show,I_transplant,C_motocross,I_vaccine,I_grizzly,I_torture,I_footbridge,C_nurse,C_transplant,C_wood press,C_torture,I_motocross,C_footbridge,C_grizzly,C_air show,C_vaccine,C_cargo,I_cargo,I_nurse,I_wood press,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,31.333,33.433,35.454,3,43.602,43.602,44.631,1,63.836,63.836,64.761,1,40.661,40.661,41.341,1,32.679,32.679,33.376,1,30.097,30.097,30.996,1,14.028,14.028,14.902,1,52.5,52.5,53.153,1,24.649,24.649,25.487,1,34.918,34.918,37.034,1,38.376,38.376,39.105,1,25.092,25.092,29.467,1,46.967,46.967,49.672,1,34.841,34.841,35.716,1,75.319,75.319,76.043,1,11.184,11.184,11.984,1,30.008,30.008,34.189,1,28.309,28.309,32.319,1,54.492,54.492,55.409,1,18.642,19.888,20.865,3,,4,2,22,1,"Ja, weil sie haben so oft wiedergeholt",Would you push the worker in front of the train to save 5 people? ,1,,2,14,13,7,7,7,7,5,6,4,4,0,13,10,10,
R_0OGPsCvhRF4EE0R,Default Response Set,Anonymous,141,2,0,9/30/16 15:06,9/30/16 15:32,1,1,I_grizzly,C_grizzly,I_wood press,C_transplant,C_air show,C_motocross,C_cargo,I_nurse,C_wood press,I_cargo,I_air show,I_vaccine,C_vaccine,I_transplant,C_nurse,C_footbridge,C_torture,I_torture,I_motocross,I_footbridge,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3.417,3.417,5.086,1,24.022,24.022,25.181,1,14.611,14.611,15.633,1,24.241,24.241,25.368,1,120.992,120.992,122.476,1,36.009,36.009,37.149,1,22.257,22.257,23.367,1,24.512,24.512,25.488,1,46.55,46.55,47.803,1,14.731,14.731,16.208,1,14.19,14.19,16.471,1,13.243,13.243,14.407,1,20.175,20.175,21.348,1,13.155,13.155,15.027,1,31.281,57.645,58.593,3,29.146,29.146,32.903,1,22.442,22.442,28.283,1,19.369,19.369,20.615,1,99.463,99.463,102.19,1,20.948,20.948,22.047,1,,4,2,21,1,Many were the same scenarios with different endings,Would you push the worker in front of the train in order to save five people?,1,,2,17,23,7,7,7,7,3,5,4,4,0,29,50,50,What is the study for exactly?
R_0cDygZY2LPoWHA1,Default Response Set,Anonymous,142,2,0,9/30/16 16:49,9/30/16 16:56,1,1,I_transplant,C_vaccine,C_torture,C_cargo,C_air show,C_wood press,I_motocross,C_nurse,I_wood press,I_vaccine,C_transplant,I_torture,I_nurse,C_motocross,I_grizzly,I_footbridge,I_air show,C_footbridge,C_grizzly,I_cargo,complete,,1,1,Spanisch,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,1,1,2,1,2,2,2,2,1,3,4.243,4.243,4.94,1,3.385,3.385,4.153,1,5.196,6.332,6.589,3,3.762,3.762,4.491,1,4.516,4.516,5.589,1,3.098,3.098,3.85,1,6.707,6.707,7.587,1,10.052,10.756,11.533,3,3.402,4.227,5.243,2,3.625,4.257,5.065,2,5.07,5.07,9.51,1,4.385,4.385,5.105,1,3.957,3.957,4.693,1,2.705,8.217,8.889,3,5.413,5.749,6.526,2,5.426,5.426,6.226,1,4.333,5.452,5.893,2,4.54,4.54,7.916,1,3.683,3.683,4.516,1,6.297,6.297,7.042,1,4,,1,19,2,,Would you push the worker before the train to save five people? ,1,,1,19,0,7,7,7,7,4,5,5,5,8,61,73,75,Nein
R_bg9QqY21q4hydnL,Default Response Set,Anonymous,143,2,0,9/30/16 18:25,9/30/16 18:58,1,1,C_footbridge,I_transplant,I_vaccine,C_grizzly,I_grizzly,I_cargo,C_wood press,C_torture,C_transplant,C_cargo,I_wood press,I_footbridge,C_nurse,I_nurse,C_motocross,C_air show,C_vaccine,I_torture,I_air show,I_motocross,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,122.579,122.579,139.088,1,38.865,38.865,43.438,1,24.127,24.127,26.881,1,178.74,179.536,197.084,2,61.057,61.057,142.642,1,53.361,53.361,57.306,1,55.286,56.216,57.712,2,47.397,47.397,70.026,1,17.813,17.813,20.274,1,134.6,134.6,136.169,1,68.592,68.592,90.654,1,50.672,50.672,61.906,1,26.242,26.242,28.26,1,41.462,41.462,42.499,1,35.554,45.6,47.969,2,128.195,128.195,129.849,1,13.108,13.108,14.133,1,117.222,117.222,119.201,1,27.36,27.36,32.083,1,65.458,65.458,138.35,1,4,,2,21,2,,Would you push the worker in front of the train in order to rescue 5 people?,1,,2,14,2,7,7,7,7,5,6,7,6,0,4,8,2,
R_0kadP2Qfq2wpPE1,Default Response Set,Anonymous,144,2,0,9/30/16 22:51,9/30/16 23:03,1,1,I_nurse,C_wood press,C_vaccine,C_grizzly,C_footbridge,I_cargo,C_nurse,C_transplant,C_torture,I_transplant,C_motocross,I_motocross,I_footbridge,I_vaccine,I_grizzly,I_air show,I_wood press,I_torture,C_cargo,C_air show,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,18,18,19.823,1,9.045,9.045,10.019,1,8.773,8.773,10.306,1,28.697,28.697,30.372,1,16.594,16.594,17.969,1,15.209,15.209,16.533,1,6.904,6.904,7.831,1,30.149,30.149,32.9,1,16.897,16.897,18.182,1,41.735,41.735,43.503,1,7.721,7.721,9.055,1,11.985,11.985,13.582,1,26.301,27.347,29.719,2,20.38,20.38,22.151,1,18.178,18.178,19.671,1,28.797,28.797,30.113,1,23.13,23.13,38.005,1,20.42,20.42,21.942,1,18.213,18.213,24.425,1,31.152,31.152,32.77,1,,4,2,21,1,Der Zug Situationen.,Would you push the worker to rescue five people?,1,,2,15,2,7,7,7,7,4,6,5,5,0,18,19,0,
R_00ywyGYNem9jS9T,Default Response Set,Anonymous,145,2,0,10/1/16 10:28,10/1/16 10:47,1,1,I_nurse,C_nurse,C_air show,I_transplant,I_torture,C_motocross,C_transplant,I_motocross,C_grizzly,I_air show,C_footbridge,C_cargo,I_cargo,C_vaccine,I_wood press,I_vaccine,I_footbridge,I_grizzly,C_torture,C_wood press,complete,,1,1,Trkisch,1,1,1,Trkisch,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,16.228,16.228,17.628,1,81.209,86.168,87.411,3,72.665,72.665,73.552,1,11.149,11.149,17.752,1,16.888,16.888,25.656,1,58.843,58.843,75.204,1,35.918,35.918,37.485,1,25.311,25.311,30.179,1,7.597,7.597,8.526,1,9.488,9.488,10.833,1,9.931,9.931,13.257,1,33.805,33.805,38.788,1,9.977,9.977,11.194,1,11.406,11.406,12.251,1,15.841,15.841,16.756,1,58.084,58.084,59.165,1,30.335,30.335,31.15,1,38.815,38.815,39.954,1,11.105,11.105,12.135,1,25.17,25.17,25.941,1,,4,1,21,1,"Each scenario was asked twice in a different way. But most of them were familliar with each other, altough the situation was different: / Shooting a plane to save people/Throwing a worker to save the others/Giving out medications that will save many people but kill one. /  / But there were also non direct confrontational situations. like the medication, organ transplant.",Would you push a Worker to save five people?,3,Turkey,1,16,54,7,7,7,7,4,4,3,3,0,6,11,6,
R_9Nc6z5Mk3WqGuhf,Default Response Set,Anonymous,146,2,0,10/1/16 13:19,10/1/16 13:56,1,1,C_footbridge,I_grizzly,C_nurse,I_torture,C_motocross,C_torture,I_transplant,I_cargo,C_grizzly,I_vaccine,I_footbridge,C_transplant,I_air show,C_cargo,I_wood press,C_vaccine,C_air show,C_wood press,I_nurse,I_motocross,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,67.32,67.32,68.707,1,27.116,27.116,30.817,1,95.68,95.68,96.797,1,95.941,95.941,115.91,1,59.34,59.34,60.635,1,51.441,51.441,52.644,1,41.133,41.133,41.866,1,107.925,107.925,110.947,1,92.945,92.945,94.402,1,131.796,131.796,148.866,1,41.654,41.654,43.137,1,36.649,36.649,37.606,1,31.563,31.563,40.999,1,56.094,56.094,65.78,1,102.226,102.226,104.902,1,106.098,106.098,107.856,1,51.086,51.086,52.082,1,75.185,75.185,76.035,1,105.58,105.58,111.642,1,122.134,122.134,128.399,1,,4,2,20,2,,Would you push the worker in front of the train in order to save the five people?,1,,1,14,0,7,7,7,7,5,6,6,7,5,10,20,7,Very interesting. Each question made me think more deeply about my core morals.
R_71cHXuTarVaSdUx,Default Response Set,Anonymous,147,2,0,10/1/16 13:57,10/1/16 14:40,1,1,I_air show,I_grizzly,C_footbridge,C_air show,C_transplant,I_motocross,C_grizzly,I_transplant,C_nurse,C_cargo,I_footbridge,C_motocross,I_torture,I_cargo,C_vaccine,I_nurse,I_vaccine,I_wood press,C_wood press,C_torture,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,10.472,37.773,41.393,6,1.711,49.104,52.864,6,3.521,104.456,119.052,3,14.924,60.084,71.578,5,73.292,73.292,80.811,1,61.699,61.699,86.334,1,2.465,146.658,170.93,8,1.824,38.572,44.892,8,1.834,78.946,99.751,13,2.766,33.002,36.72,7,3.085,26.237,30.252,13,1.919,58.381,63.651,21,2.617,23.491,30.159,10,1.493,56.855,60.981,25,2.727,119.139,120.837,7,1.703,97.414,123.451,7,5.488,28.785,38.133,9,1.529,88.108,90.434,6,4.063,142.658,145.629,13,3.438,65.229,78.23,3,4,,2,22,1,"Several situations repeated (with slight differences) within the context of the study, but I am also familiar in general with the train dilemma.","Would you push the worker in front of the train, in order to save five people?",1,,1,14,0.3,7,7,7,7,7,5,6,5,3,5,10,5,"I cannot remember if this was part of the original instructions, but I had to remind myself throughout the study that the choices given were my only two options--in other words, I had to tell myself now and again that I could not not shove someone out of a tree but instead help people up or attempt to balance the weight."
R_ahMFydcghJx2SwZ,Default Response Set,Anonymous,148,2,0,10/1/16 15:00,10/1/16 15:39,1,1,I_torture,I_air show,I_grizzly,I_footbridge,C_footbridge,C_nurse,C_motocross,C_air show,C_grizzly,C_vaccine,C_transplant,I_motocross,C_torture,C_cargo,I_nurse,I_vaccine,I_cargo,I_wood press,C_wood press,I_transplant,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,76.278,76.278,77.44,1,115.215,117.177,118.432,3,102.789,102.789,106.197,1,33.924,33.924,36.883,1,111.329,111.329,112.959,1,76.941,76.941,78.983,1,73.561,73.561,75.361,1,100.086,100.086,127.407,1,268.572,268.572,269.718,1,12.797,12.797,14.572,1,16.123,16.123,30.163,1,84.848,84.848,86.243,1,35.078,35.078,37.047,1,79.624,79.624,83.549,1,165.041,165.041,167.946,1,53.199,53.199,57.272,1,20.137,20.137,22.45,1,134.266,134.266,135.49,1,160.643,160.643,172.046,1,84.581,84.581,85.734,1,4,,1,22,2,,Would you push the worker in front of the train in order to save 5 people?,1,,1,13,1,7,7,7,7,4,5,5,4,0,0,5,10,None
R_3J0JHJs4NZH6FYF,Default Response Set,Anonymous,149,2,0,10/3/16 14:18,10/3/16 14:35,1,1,I_transplant,C_footbridge,I_nurse,C_air show,C_wood press,C_nurse,I_wood press,C_transplant,I_motocross,C_grizzly,I_cargo,C_motocross,I_grizzly,C_torture,I_vaccine,C_cargo,I_footbridge,I_torture,I_air show,C_vaccine,complete,,1,,,1,,1,"Persisch, Arabisch, Italienisch, Latein ",2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,37.444,37.444,39.293,1,3.369,3.369,4.487,1,3.12,3.12,11.618,1,49.267,70.216,74.034,2,27.048,27.048,28.705,1,35.782,46.078,55.064,2,25.814,51.75,53.446,3,11.791,12.872,14.436,2,10.758,10.758,12.742,1,13.248,48.477,50.145,3,41.595,68.31,70.569,3,4.265,4.265,9.606,1,27.035,27.035,28.234,1,18.593,18.593,20.37,1,2.137,2.137,3.066,1,77.638,77.638,78.557,1,42.361,76.462,77.671,2,16.366,16.366,18.053,1,6.742,6.742,8.264,1,64.122,64.122,65.868,1,4,,2,25,2,,Would you push the worker in front of the train in order to save the five people? ,1,,1,15,1,7,7,7,7,4,5,6,4,0,0,50,25,
R_6nWlJQY7V89QK0d,Default Response Set,Anonymous,150,2,0,10/3/16 15:47,10/3/16 16:08,1,1,I_transplant,C_transplant,I_cargo,I_wood press,C_nurse,C_footbridge,I_footbridge,I_nurse,C_torture,C_motocross,I_motocross,I_vaccine,I_air show,C_wood press,C_vaccine,I_torture,C_grizzly,C_cargo,C_air show,I_grizzly,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,1,2,1,2,2,3,1,2,2,2,2,2,2,2,78.72,78.72,79.785,1,5.798,5.798,7.214,1,28.673,28.673,30.266,1,122.461,123.314,123.674,2,49.925,49.925,50.74,1,11.15,13.006,13.391,3,7.771,7.771,9.182,1,43.919,43.919,46.186,1,47.445,47.445,50.117,1,9.988,9.988,11.183,1,38.836,38.836,39.861,1,32.439,32.439,36.119,1,23.857,23.857,25.05,1,37.285,37.285,38.452,1,10.456,13.538,14.501,2,54.054,54.054,55.196,1,11.095,11.095,12.501,1,59.469,59.469,60.662,1,157.492,158.402,158.79,2,38.211,38.211,39.331,1,,4,2,20,2,,Would you push the worker in front of the train in order to save five people?,1,,3,17,12,7,7,7,7,5,6,5,4,0,25,25,25,
R_9T8TKn980QPafk1,Default Response Set,Anonymous,151,2,0,10/3/16 16:12,10/3/16 16:45,1,1,C_transplant,C_nurse,C_wood press,C_vaccine,C_torture,I_motocross,C_motocross,I_wood press,C_footbridge,I_nurse,I_torture,I_transplant,I_footbridge,I_cargo,C_air show,C_cargo,I_vaccine,I_grizzly,I_air show,C_grizzly,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,69.985,69.985,71.854,1,29.332,29.332,32.32,1,20.096,20.096,21.549,1,115.986,115.986,117.711,1,44.294,44.294,52.197,1,52.97,52.97,55.532,1,100.289,100.289,101.71,1,52.157,52.157,56.068,1,99.818,99.818,103.779,1,69.732,69.732,70.588,1,33.505,33.505,35.924,1,78.899,78.899,96.657,1,28.803,28.803,29.372,1,85.7,85.7,86.465,1,80.055,80.055,80.77,1,45.367,45.367,46.778,1,65.521,65.521,66.895,1,75.473,75.473,107.672,1,30.804,30.804,31.417,1,61.012,61.012,64.142,1,,4,2,21,1,Many where I had the chance to kill one person in order to save more than one person.,Would you push the worker in front of the train in order to save 5 people? ,1,,2,16,16,7,7,7,7,7,7,7,7,0,30,16,10,
R_2mKSwv4eCGlJWXr,Default Response Set,Anonymous,152,2,0,10/3/16 19:52,10/3/16 20:22,1,1,I_wood press,C_vaccine,I_motocross,C_wood press,C_grizzly,I_vaccine,C_transplant,C_motocross,C_air show,C_cargo,I_torture,I_cargo,C_nurse,C_torture,I_footbridge,C_footbridge,I_grizzly,I_nurse,I_air show,I_transplant,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,17.898,17.898,20.023,1,87.828,87.828,89.646,1,14.018,16.759,19.614,2,5.045,5.045,7.081,1,5.545,9.271,10.71,2,37.463,39.124,41.497,2,48.757,48.757,51.626,1,7.843,12.447,14.199,3,753.168,753.168,754.385,1,52.359,52.359,54.694,1,6.14,6.14,7.693,1,14.216,16.41,19.367,3,7.889,8.854,11.938,2,37.301,37.301,38.598,1,6.827,6.827,8.246,1,14.956,14.956,16.199,1,8.27,8.27,9.963,1,86.748,86.748,89.904,1,20.516,20.516,21.872,1,46.054,46.054,47.385,1,4,,2,20,1,"Most of them focused on the same idea of sacrificing one to save many, which is fairly common. ","Would you let the workers stay in front of the train, to save five people? ",1,,1,11,1,7,7,7,7,5,5,4,5,8,6,15,15,
R_cCizzvdUjjmY0rb,Default Response Set,Anonymous,153,2,0,10/3/16 20:54,10/3/16 21:22,1,1,C_footbridge,I_grizzly,C_transplant,I_wood press,I_vaccine,C_torture,C_motocross,I_transplant,I_nurse,C_nurse,C_vaccine,I_air show,C_air show,I_cargo,C_wood press,C_cargo,C_grizzly,I_motocross,I_torture,I_footbridge,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,0.786,45.514,46.864,4,11.677,11.677,13.137,1,9.968,9.968,11.305,1,1.028,44.793,51.902,2,0.965,39.925,41.559,2,1.153,31.675,34.152,2,12.401,12.401,13.857,1,1.064,34.87,36.397,3,59.619,62.005,63.419,2,35.334,35.334,36.889,1,1.222,21.333,23.957,3,62.792,62.792,64.307,1,65.939,65.939,68.492,1,1.077,43.115,45.504,2,72.541,72.541,74.973,1,1.177,36.371,37.765,2,1.375,34.166,35.651,2,1.137,29.846,31.465,3,26.828,26.828,28.19,1,2.71,42.41,44.517,2,4,,2,28,2,,"Would you push the worker in front of the train, in order to save five people?",1,,2,14,36,7,7,7,7,7,7,7,7,0,9,40,4,"I have some issues with the formatting of these questions. Why were we given yes/no answers for situations that clearly had many other options? Also, the writers of this study should be made aware that studies have shown that use of torture does not yield accurate or helpful information."
