V1,V2,V3,V5,V7,V8,V9,V10,gc,term,Attn_MariaAdam,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_3,Speak_4,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,dv10,dv11,dv12,dv13,dv14,dv15,dv16,dv17,dv18,dv19,dv20,SubmitTime1,SubmitTime2,SubmitTime3,SubmitTime4,SubmitTime5,SubmitTime6,SubmitTime7,SubmitTime8,SubmitTime9,SubmitTime10,SubmitTime11,SubmitTime12,SubmitTime13,SubmitTime14,SubmitTime15,SubmitTime16,SubmitTime17,SubmitTime18,SubmitTime19,SubmitTime20,time_11,time_110,time_111,time_112,time_113,time_114,time_115,time_116,time_117,time_118,time_119,time_12,time_120,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_21,time_210,time_211,time_212,time_213,time_214,time_215,time_216,time_217,time_218,time_219,time_22,time_220,time_23,time_24,time_25,time_26,time_27,time_28,time_29,time_41,time_410,time_411,time_412,time_413,time_414,time_415,time_416,time_417,time_418,time_419,time_42,time_420,time_43,time_44,time_45,time_46,time_47,time_48,time_49,IRI_1,IRI_2,IRI_3,IRI_4,IRI_5,IRI_6,IRI_7,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,questioCRT1,questioCRT2,questioCRT3,questioCRT4,questioCRT5,answerCRT1,answerCRT2,answerCRT3,answerCRT4,answerCRT5,v191,v192,v193,v194,v195,timeCRT_11,timeCRT_12,timeCRT_13,timeCRT_14,timeCRT_15,timeCRT_21,timeCRT_22,timeCRT_23,timeCRT_24,timeCRT_25,timeCRT_41,timeCRT_42,timeCRT_43,timeCRT_44,timeCRT_45,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments,Include,cond
R_af0DNjrhWybUaax,Default Response Set,Anonymous,1,0,10/21/15 17:25,10/21/15 17:49,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,62.253,36.436,42.175,20.719,42.928,70.444,45.122,28.119,61.85,48.896,44.812,14.947,27.407,50.391,37.455,33.577,43.618,30.943,29.416,22.858,60.983,48.179,43.97,14.015,25.804,49.462,33.125,30.873,42.223,16.52,27.526,34.761,20.634,40.716,18.785,34.51,69.4,38.324,27.02,60.343,60.983,48.179,43.97,14.015,25.804,49.462,33.125,30.873,42.223,16.52,27.526,34.761,20.634,41.075,18.785,34.51,69.4,38.324,27.02,60.343,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,5,2,1,1,5,1,1,4,5,5,1,1,1,1,1,4,30,no,2.25,5,50.651,60.98,13.057,32.15,47.013,1.26,31.12,8.126,0.946,4.122,44.572,31.12,8.126,25.645,42.497,3,1,1,2,2,,4,1,20,1,"killing hitler, the car and the lady with the baby, the abortion ones, the crying baby and the soldiers.",Is it appropriate for you to keep your previous relationship a secret to keep your current relationship happy and preserve that relationship?,1,,1,13,0,6,6,5,7,7,7,7,7,5,1,10,10,,Yes,1
R_3OWI2dUpuaqCfsN,Default Response Set,Anonymous,1,0,10/21/15 17:26,10/21/15 18:00,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,96.559,46.67,68.667,12.764,59.773,55.991,127.589,70.012,33.986,62.588,50.86,65.609,59.237,152.783,12.792,47.082,176.622,142.887,27.137,10.62,95.441,50.59,48.054,64.765,58.347,104.572,11.353,46.206,175.102,141.681,22.852,45.461,9.722,67.537,11.55,58.349,54.243,126.467,61.102,31.107,95.441,61.415,48.054,64.765,58.347,150.816,11.353,46.206,175.102,141.681,22.852,45.461,9.722,67.537,11.55,58.349,54.243,126.467,61.102,31.107,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,4,4,3,3,3,1,3,2,2,1,1,1,1,1,4.5,30,no,$2.25 ,2,112.074,39.048,25.404,43.647,40.38,46.803,37.598,18.473,1.608,10.944,46.803,37.598,18.473,1.608,10.944,1,1,1,1,1,4,,2,20,2,,Is it appropriate for you to keep your previous relationship a secret in order to keep your parter happy and your relationship alive?,1,,2,12,3,6,7,7,6,7,7,7,7,0,20,20,17,,Yes,1
R_9ADllvCOqAwTCmN,Default Response Set,Anonymous,1,0,10/21/15 17:20,10/21/15 18:09,1,,,,1,,,,1,1,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,37.101,61.276,668.832,23.43,30.474,66.369,33.96,77.568,53.92,366.752,52.98,96.772,43.024,97.943,26.893,21.5,47.242,41.346,56.408,21.748,36.376,362.531,50.696,47.633,35.641,96.793,25.556,20.5,46.379,40.65,54.911,60.031,12.336,663.839,21.535,29.523,59.562,30.548,72.024,43.844,36.376,362.531,50.696,94.232,42.223,96.793,25.556,20.5,46.379,40.65,54.911,60.031,13.456,663.839,21.535,29.523,59.562,30.548,73.605,52.69,1,1,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,9,4,3,4,2,3,2,4,1,1,5,5,3,1,1,1,1,1,4,30,S,$2.25 ,5,87.298,66.53,50.795,118.186,85.305,83.519,62.625,18.017,10.773,44.56,83.519,62.625,47.812,29.388,81.726,1,1,2,2,2,4,,2,21,1,"I've heard many of the moral scenarios before, especially in my human rights course.",Is it appropriate for you to keep secret your previous relationship to keep your partner happy and keep the relationship alive?,1,,1,15,0,6,5,7,6,7,7,7,7,0,15,25,20,It was a little longer than anticipated.,Yes,1
R_4JhRWhKD9XaVbgx,Default Response Set,Anonymous,1,0,10/21/15 17:52,10/21/15 18:19,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,11.335,180.432,18.37,64.944,21.645,8.831,41.019,33.646,39.745,75.983,57.322,21.327,29.698,14.362,20.004,18.509,180.756,43.765,59.454,124.091,4.218,65.22,39.217,1.74,26.853,6.919,2.997,11.82,179.323,30.517,25.726,2.064,1.269,1.628,22.215,1.61,2.679,2.5,1.246,4.475,9.083,74.286,55.892,19.477,27.684,11.93,18.876,11.82,179.323,41.776,57.377,178.579,122.492,14.636,62.684,20.629,7.094,39.104,33.174,36.601,5,13,16,11,2,8,21,1,1,9,29,28,15,2,16,14,4,22,26,24,4,2,3,2,3,1,2,2,1,5,4,2,1,1,1,1,1,4,50,Si,$3.25 ,1.5,42.561,39.17,36.378,33.787,41.785,12.599,14.851,18.732,1.269,0.832,41.883,37.43,18.732,28.737,0.832,3,8,1,2,1,4,,2,20,2,,It is appropriate for me to keep a past relationship a secret in order to keep your partner happy and continue your relationship?,1,,2,15,6,6,5,4,4,7,7,7,7,72,30,29,31,,Yes,1
R_6mtAVgMiVU1DCE5,Default Response Set,Anonymous,1,0,10/21/15 18:00,10/21/15 18:29,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,130.032,34.597,45.076,31.558,36.253,61.393,82.784,25.474,81.317,46.292,35.278,66.567,23.254,60.133,19.248,65.32,51.743,37.617,17.888,38.82,128.534,45.21,30.981,65.325,20.421,58.885,15.505,63.932,49.995,36.232,16.872,29.481,36.888,42.695,29.942,34.789,60.028,78.752,24.599,79.518,128.534,45.21,30.981,65.325,20.421,58.885,15.505,63.932,49.995,36.232,16.872,29.481,36.888,42.695,29.942,34.789,60.028,79.562,24.599,79.518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,5,3,1,1,3,1,1,3,5,2,1,1,1,1,1,4,30,No,$2.25 ,5,44.654,45.138,39.661,44.261,39.212,41.87,41.7,34.814,21.609,35.602,41.87,41.7,34.814,43.209,35.602,1,1,1,4,1,,4,1,22,1,"The one with the STD, I had a relationship prior to getting an STD and the person I contracted it from did not tell me. ",Is it appropriate for you to maintain your previous relationship a secret in order to keep your partner happy and in order to keep the relationship alive?,1,,2,14,2,5,6,6,5,7,7,7,7,0,12,26,28,,Yes,1
R_bHh7BdeKgt7Ccvj,Default Response Set,Anonymous,1,0,10/21/15 17:15,10/21/15 18:41,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,22.819,73.972,76.003,67.576,22.913,43.279,30.637,61.863,67.794,36.655,64.085,53.38,17.849,60.398,38.3,89.677,57.59,64.008,48.113,29.588,21.408,35.733,62.946,49.749,16.713,54.668,37.365,88.176,56.549,63.187,46.78,72.724,28.172,75.012,63.441,21.854,39.321,29.566,55.56,66.661,21.408,35.733,62.946,49.749,16.713,54.668,37.365,89.192,56.549,63.187,46.78,72.724,28.172,75.012,63.441,21.854,39.321,29.566,55.56,66.661,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,2,2,3,3,2,2,4,4,2,1,1,1,1,1,4,29,si,$2.25 ,4.25,129.546,55.045,75.876,48.034,144.459,13.633,1.026,12.014,41.869,1.193,129.06,1.026,12.014,41.869,1.193,3,1,1,1,1,,4,1,22,1,the surgeon questions are very typical in medical ethics courses / the running the car off the road questions are often brought up in philosophy courses,Is it apropriat for you to mantain in secret you previous relationship in order to be able to maintain your partner's happiness and keep the relationship alive?,1,,1,15,0,2,6,5,5,7,7,7,7,8,22,33,67,no,Yes,1
R_3Kv3ufzvp3zLhoV,Default Response Set,Anonymous,1,0,10/21/15 18:19,10/21/15 18:52,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,13.691,64.625,108.366,43.057,58.635,41.506,28.865,61.435,54.59,69.78,43.586,35.352,65.898,65.75,30.754,35.197,82.672,89.982,43.839,49.41,12.552,67.902,42.337,33.987,64.709,63.208,29.381,33.734,48.12,87.57,41.753,63.18,42.143,106.534,39.645,57.274,33.631,24.563,59.706,53.502,12.552,69.353,42.337,33.987,64.709,65.323,29.381,33.734,48.12,87.57,41.753,63.18,42.143,106.534,39.645,57.274,33.631,24.563,59.706,53.502,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,2,1,4,4,1,2,5,5,4,1,1,1,1,1,4,29,S,$3.25 ,5 horas / ,169.298,65.179,35.58,82.017,81.903,1.604,0.992,1.027,3.118,1.364,163.329,58.61,1.027,77.928,77.006,2,4,1,11,6,,4,2,19,2,,Do you think it's appropriate to keep your past relationship a secret in order to keep your current partner happy and keep your relationship alive?,1,,1,14,0.5,5,6,6,6,7,7,7,7,0,20,38,21,N/a,Yes,1
R_cUwD6D1QYQOZ6Yd,Default Response Set,Anonymous,1,0,10/21/15 18:14,10/21/15 18:55,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,64.837,72.83,78.093,49.295,44.428,59.625,69.678,89.317,83.48,46.405,81.155,42.781,119.265,109.649,42.16,73.687,59.355,73.896,61.401,55.562,57.809,40.711,79.792,39.034,41.078,108.47,37.384,71.879,57.565,68.684,9.718,70.528,29.498,76.746,47.705,38.41,57.65,63.301,85.736,5.491,57.809,44.535,79.792,39.034,66.936,108.47,37.384,71.879,57.565,68.684,60.36,70.528,53.536,76.746,47.705,38.41,57.65,63.301,85.736,81.917,1,2,1,1,9,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,5,1,4,1,2,1,4,1,1,1,4,1,1,1,1,1,1,4,30,no,2.25,5,87.883,125.578,89.186,77.51,88.404,1.611,1.593,34.615,1.408,1.465,1.611,117.967,34.615,1.408,73.819,1,7,1,1,3,4,,2,22,1,The one about driving and having to decide between hitting the mother and child or the old woman.,Is it appropriate for me to keep secret my previous relationship so I can keep my partner happy and maintain our relationship?,1,,2,15,7,5,4,6,5,7,7,7,7,0,10,20,30,"I liked the order of the questions, I definitely would've changed answers had the pairs come in the opposite order - especially the Adolf Hitler/George Brackman question.",Yes,1
R_9mKV71rTTAqLey9,Default Response Set,Anonymous,1,0,10/21/15 17:46,10/21/15 18:55,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,96.574,211.424,83.171,280.387,81.651,71.457,157.214,42.83,67.347,202.016,275.949,89.482,89.753,143.194,112.19,133.758,163.479,97.312,74.923,100.624,64.634,200.055,214.7,63.844,85.558,141.617,60.327,86.742,154.656,95.324,73.327,74.48,53.865,80.577,207.516,79.029,69.476,154.985,39.273,61.144,93.904,200.055,214.7,86.477,85.558,141.617,60.327,86.742,162.288,95.324,73.327,74.48,53.865,80.577,207.516,79.029,70.238,154.985,39.273,61.144,3,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,4,2,4,4,2,2,2,4,2,2,3,2,1,1,1,1,1,9,30,No,$2.25 ,3,213.178,84.347,37.954,98.22,140.022,126.905,25.954,19.626,34.683,133.533,211.729,25.954,19.626,34.683,133.533,2,1,1,1,1,,4,1,23,2,,"In your opinion, is it appropriate to keep a past relationship a secret in order to keep your current partner happy and healthy in your relationship?",1,,2,13,1,5,5,5,5,7,7,7,7,0,4,4,3,,Yes,1
R_9So9uYkFiQFQvqJ,Default Response Set,Anonymous,1,0,10/21/15 18:49,10/21/15 19:10,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,29.134,30.261,40.718,97.694,28.628,24.942,21.61,34.143,19.693,47.085,33.025,30.887,20.819,34.062,46.064,20.33,26.602,31.532,25.639,15.424,28.418,46.258,32.415,29.457,20.072,33.273,45.199,19.683,25.828,30.797,24.779,29.484,14.673,39.259,96.962,27.734,24.194,20.101,33.608,18.601,28.418,46.258,32.415,29.457,20.072,33.273,45.199,19.683,25.828,30.797,24.779,29.484,14.673,39.736,96.962,27.734,24.194,20.896,33.608,19.064,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,3,4,4,2,1,2,4,1,2,4,3,5,1,1,1,1,1,18,30,Si ,2.25,3,20.413,28.219,22.988,43.074,39.996,10.424,5.517,18.748,0.986,9.826,10.424,5.517,18.748,0.986,9.826,1,1,1,1,1,4,,2,23,2,,Is it appropriate for you to maintain in secret your previous relationship to be able  to keep your partner happy and keep alive your current relationship?,1,,2,12,3,5,4,6,7,7,7,7,7,0,15,15,10,,Yes,1
R_efyKU7WsgrTuksJ,Default Response Set,Anonymous,1,0,10/21/15 18:58,10/21/15 20:01,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,21.026,160.608,14.353,190.276,14.039,9.441,6.595,106.58,38.381,62.476,9.413,42.077,150.305,5.038,106.389,84.81,33.627,10.085,21.39,50.925,18.612,49.512,3.111,40.404,38.42,3.806,104.617,14.436,5.693,8.682,17.989,86.182,48.934,6.797,7.098,12.763,5.659,5.316,105.142,36.154,18.612,49.512,8.004,40.404,148.392,3.806,104.617,83.571,32.242,8.682,17.989,158.825,48.934,6.797,188.878,12.763,5.659,5.316,105.142,36.154,1,1,4,1,26,1,1,5,6,1,1,2,1,1,7,1,1,1,1,1,5,1,5,4,2,3,4,2,1,4,4,4,1,1,1,1,1,18,30,S,$2.25 ,doce,48.951,42.097,17.852,29.766,74.765,41.317,12.777,6.983,24.457,62.494,41.317,13.619,6.983,24.457,62.494,1,4,1,1,1,4,,2,20,1,Mara getting good grades and feeling stressed because of financial aid and the pressure of paying for tuition.,Is it appropriate for you to keep secret your former relationship in order to keep your partner happy and keep the relationship alive?,1,,1,14,0,3,3,5,4,7,7,7,7,0,0,2,6,,Yes,1
R_5iHQfmrWdYTCDbv,Default Response Set,Anonymous,1,0,10/21/15 20:03,10/21/15 20:32,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,40.213,23.938,19.514,41.414,23.793,33.986,35.279,27.961,56.993,60.211,66.554,35.063,32.216,80.217,24.366,29.397,34.246,45.494,34.26,55.043,38.943,58.337,65.553,32.746,31.164,58.907,22.69,28.182,32.662,44.385,32.396,23.008,52.992,18.478,39.842,22.96,31.722,30.767,26.919,55.857,38.943,58.337,65.553,32.746,31.164,79.354,22.69,28.182,32.662,44.385,33.404,23.008,52.992,18.478,39.842,22.96,31.722,31.409,26.919,55.857,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,4,2,5,3,2,4,3,1,1,2,3,4,1,1,1,1,1,4,29,no,$2.25 ,5 horas,229.322,43.211,23.484,30.758,66.751,108.779,31.225,21.571,5.723,62.087,208.142,42.758,21.571,25.461,62.087,2,2,1,2,1,,4,2,22,2,,Is is appropriate to keep your past relationship a secret to keep your relationship happy and alive?,1,,2,10,4,6,7,7,7,7,7,7,7,0,9,20,10,nope,Yes,1
R_9LAhk99RxmsQ0hD,Default Response Set,Anonymous,1,0,10/21/15 20:54,10/21/15 21:29,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,25.142,24.561,81.304,15.64,14.887,28.224,32.83,221.664,34.188,131.68,26.13,75.848,15.964,46.684,62.59,34.664,22.238,52.386,35.184,24.991,23.276,129.809,25.021,68.229,14.801,44.254,61.399,25.374,21.096,50.958,34.193,22.584,14.595,80.09,13.348,13.789,26.604,29.38,97.097,29.767,23.276,129.809,25.021,68.229,14.801,44.254,61.399,25.374,21.096,50.958,34.193,22.584,14.595,80.09,13.348,13.789,26.604,29.38,220.107,29.767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,4,3,4,2,3,2,1,5,4,3,1,1,1,1,1,8,30,No,$2.25 ,5 horas,119.8,73.174,37.872,378.539,51.369,78.828,7.818,23.854,1.531,45.931,107.599,68.551,23.854,1.531,45.931,2,2,1,1,1,,4,2,22,2,,Is it appropriate for you to maintain in secret your previous relationship to keep your partner happy and keep the relationship alive?,1,,1,13,4,7,6,5,5,7,7,7,7,0,2,3,1,,Yes,1
R_3HLhBNgce4sQz77,Default Response Set,Anonymous,1,0,10/21/15 20:23,10/21/15 21:29,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,127.194,67.823,734.268,84.639,67.001,17.214,27.802,49.874,448.161,143.804,136.458,73.633,172.468,20.497,27.418,8.562,31.32,67.561,16.458,42.621,12.849,64.868,116.585,6.914,116.181,19.235,26.494,6.975,26.211,51.41,15.267,65.76,37.342,463.54,82.81,64.287,15.556,19.537,48.471,122.719,124.512,64.868,130.114,49.225,171.081,19.235,26.494,6.975,30.363,66.339,15.267,65.76,37.935,732.23,82.81,64.287,15.556,22.246,48.471,446.516,3,1,2,5,4,1,1,1,3,3,1,1,2,7,1,1,1,2,1,3,4,4,4,5,2,1,3,2,2,2,3,2,1,1,1,1,1,9,30,No,$1.75 ,Tomara la concentracin 64x,121.324,210.876,393.672,136.399,138.131,1.605,1.162,4.489,1.458,1.872,116.033,6.812,4.489,128.57,109.364,3,3,1,12,5,4,,2,21,2,,Is it appropriate to keep a secret from your relationship to maintain a happy relationship and keep the relationship living?,1,,1,18,1,5,6,5,5,7,7,7,7,15,24,28,32,"Hard questions, hope you get the results you're looking for :)",Yes,1
R_72I5fHKX5UvXVzL,Default Response Set,Anonymous,1,0,10/21/15 21:17,10/21/15 21:42,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,31.904,27.607,43.253,45.742,23.663,32.578,38.113,66.657,49.257,32.151,31.941,24.06,36.748,60.448,29.555,24.044,24.338,39.89,31.225,16.973,29.103,30.068,30.313,22.349,35.175,58.095,28.007,22.233,22.79,37.574,27.779,24.111,14.587,41.16,42.063,21.793,31,35.999,64.908,47.795,29.103,30.068,30.313,22.349,35.175,58.095,28.007,22.233,22.79,37.574,29.171,24.111,14.587,41.16,42.063,21.793,31,35.999,64.908,47.795,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,5,1,2,3,4,1,1,5,4,1,1,1,1,1,1,4,30,Si,$2.25 ,3 horas,102.006,19.201,30.385,45.73,123.187,95.275,14.32,22.014,10.139,118.941,95.275,14.32,26.661,10.139,118.941,1,1,3,1,1,,2,2,24,1,The scenario with the border patrol officer making the decision about killing the approaching man.,Is it appropriate for you to keep your former relationship a secret in order to keep your partner happy and keep the relationship afloat?,1,,2,13,9,6,7,7,6,7,7,7,7,0,35,60,40,"Very interesting, though I wonder how you're able to establish language proficiency / if that ever affects your results because people don't actually understand the situations but do not want to admit it...",Yes,1
R_00So3UKTmmlqjm5,Default Response Set,Anonymous,1,0,10/21/15 22:32,10/21/15 23:16,1,,,,1,,,,1,1,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,11.241,43.606,78.555,31.577,27.878,28.145,31.603,62.16,35.634,11.822,32.26,23.194,14.437,62.231,17.23,32.432,197.141,18.158,28.115,19.411,9.591,6.868,30.759,19.832,13.101,50.75,16.054,31.131,118.065,16.834,27.205,42.75,18.088,77.401,30.53,26.8,27.225,30.07,60.84,34.381,9.591,6.868,30.759,19.832,13.101,50.75,16.054,31.131,196.193,16.834,27.205,42.75,18.088,77.401,30.53,26.8,27.225,30.07,60.84,34.381,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,5,2,3,1,3,2,1,3,4,1,1,1,1,1,1,No entiendo la pregunta.,29,No -- no todo que tiene ptalo es una flor.,$2.25 ,5 horas,231.509,52.494,78.787,87.39,118.142,22.763,46.532,12.84,75.793,111.776,226.901,46.532,12.84,75.793,111.776,4,1,1,1,1,4,,2,22,1,"(if familiar in relation to other questions I had read previously) The one about the soldier, the medicine, the bus driver, shooting the man running towards you, torturing the man who is bombing,  /  / (if familiar as in I have experienced one or more of these scenarios): no","In your opinion, is it appropriate to keep a past relationship secret in order to keep your partner happy and preserve your current relationship?",1,,2,15,0,5,7,4,5,7,7,7,7,4,4,6,4,"Fix grammar errors, one question (about the beber agua) seemed unclear.",Yes,1
R_cU4uIVzV3etCFj7,Default Response Set,Anonymous,1,0,10/21/15 21:54,10/22/15 0:08,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,3,1,1,1,1,2,2,47.826,36.318,77.636,37.687,78.36,31.447,55.565,118.731,105.321,67.22,53.579,177.46,197.293,272.649,163.287,24.604,106.616,139.771,171.025,23.352,38.995,64.96,52.084,171.355,46.833,271.159,161.463,22.829,105.742,138.273,169.799,1.053,21.173,76.522,36.544,73.531,29.619,53.22,116.882,102.679,38.995,64.96,52.084,171.355,196.068,271.159,161.463,22.829,105.742,138.273,169.799,30.863,21.173,76.522,36.544,75.663,29.619,53.22,118.107,102.679,1,1,1,1,5,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,4,3,3,2,4,2,3,4,3,2,3,1,1,1,1,1,1,4,29,"No, porque aunque todas las flores tienen ptalos, no todas las cosas que tienen ptalos son flores.",La ensalada cuesta $2.25.,5 horas,128.918,35.629,2262.91,2680.189,95.264,2.677,1.224,4.909,1238.321,21.224,126.041,33.54,659.473,2679.251,36.521,6,2,3,4,3,4,,1,19,2,,Is it appropriate for you to keep your previous relationship secret to be able to keep your partner happy and keep the relationship alive?,1,,1,14,1,3,3,6,5,7,7,7,7,14,5,17,22,,Yes,1
